,label
Ses03F_script01_2_F015,anger
Ses03F_script01_2_F016,anger
Ses03F_script01_2_F018,sadness
Ses03F_script01_2_F020,sadness
Ses03F_script01_2_F021,sadness
Ses03F_script01_2_M001,neutral
Ses03F_script01_2_M003,neutral
Ses03F_script01_2_M004,neutral
Ses03F_script01_2_M006,neutral
Ses03F_script01_2_M007,neutral
Ses03F_script01_2_M008,neutral
Ses03F_script01_2_M009,neutral
Ses03F_script01_2_M011,anger
Ses03F_script01_2_M013,anger
Ses03F_script01_2_M014,anger
Ses03F_script01_2_M015,anger
Ses03F_script01_2_M016,anger
Ses03F_script01_2_M017,anger
Ses03F_script01_2_M018,anger
Ses03F_script01_3_F000,happiness
Ses03F_script01_3_F001,happiness
Ses03F_script01_3_F002,happiness
Ses03F_script01_3_F003,sadness
Ses03F_script01_3_F008,sadness
Ses03F_script01_3_F011,happiness
Ses03F_script01_3_F012,happiness
Ses03F_script01_3_F013,happiness
Ses03F_script01_3_F014,happiness
Ses03F_script01_3_F018,happiness
Ses03F_script01_3_F021,happiness
Ses03F_script01_3_F023,happiness
Ses03F_script01_3_F025,sadness
Ses03F_script01_3_F026,sadness
Ses03F_script01_3_F027,sadness
Ses03F_script01_3_F028,sadness
Ses03F_script01_3_F029,sadness
Ses03F_script01_3_F030,sadness
Ses03F_script01_3_F031,sadness
Ses03F_script01_3_F032,sadness
Ses03F_script01_3_F033,sadness
Ses03F_script01_3_F035,happiness
Ses03F_script01_3_M000,happiness
Ses03F_script01_3_M001,neutral
Ses03F_script01_3_M003,neutral
Ses03F_script01_3_M004,neutral
Ses03F_script01_3_M006,happiness
Ses03F_script01_3_M009,happiness
Ses03F_script01_3_M010,happiness
Ses03F_script01_3_M011,happiness
Ses03F_script01_3_M012,happiness
Ses03F_script01_3_M013,happiness
Ses03F_script01_3_M014,happiness
Ses03F_script01_3_M015,happiness
Ses03F_script01_3_M018,happiness
Ses03F_script01_3_M019,happiness
Ses03F_script01_3_M020,happiness
Ses03F_script01_3_M021,happiness
Ses03F_script01_3_M023,happiness
Ses03F_script01_3_M024,happiness
Ses03F_script01_3_M025,sadness
Ses03F_script01_3_M026,neutral
Ses03F_script01_3_M027,sadness
Ses03F_script01_3_M028,sadness
Ses03F_script01_3_M029,sadness
Ses03F_script01_3_M030,sadness
Ses03F_script01_3_M031,sadness
Ses03F_script01_3_M032,sadness
Ses03F_script01_3_M033,sadness
Ses03F_script01_3_M034,sadness
Ses03F_script01_3_M035,sadness
Ses03F_script01_3_M036,sadness
Ses03F_script01_3_M037,sadness
Ses03F_script01_3_M038,sadness
Ses03F_script01_3_M039,sadness
Ses03F_script01_3_M040,sadness
Ses03F_script01_3_M041,sadness
Ses03F_script01_3_M042,sadness
Ses03F_script01_3_M043,sadness
Ses03F_script01_3_M045,happiness
Ses03F_script01_3_M046,happiness
Ses03F_script02_1_F000,sadness
Ses03F_script02_1_F003,anger
Ses03F_script02_1_F010,sadness
Ses03F_script02_1_F011,sadness
Ses03F_script02_1_F012,anger
Ses03F_script02_1_M000,happiness
Ses03F_script02_1_M001,happiness
Ses03F_script02_1_M002,happiness
Ses03F_script02_1_M003,happiness
Ses03F_script02_1_M004,happiness
Ses03F_script02_1_M005,happiness
Ses03F_script02_1_M006,happiness
Ses03F_script02_1_M009,happiness
Ses03F_script02_1_M010,happiness
Ses03F_script02_1_M011,happiness
Ses03F_script02_1_M013,happiness
Ses03F_script02_1_M014,happiness
Ses03F_script02_1_M015,happiness
Ses03F_script02_1_M016,happiness
Ses03F_script02_1_M017,neutral
Ses03F_script02_1_M019,neutral
Ses03F_script02_1_M020,neutral
Ses03F_script02_1_M021,happiness
Ses03F_script02_1_M022,neutral
Ses03F_script02_1_M023,neutral
Ses03F_script02_1_M036,happiness
Ses03F_script02_1_M038,happiness
Ses03F_script02_1_M039,happiness
Ses03F_script02_1_M040,happiness
Ses03F_script02_1_M041,happiness
Ses03F_script02_1_M042,happiness
Ses03F_script02_1_M044,neutral
Ses03F_script02_2_F000,neutral
Ses03F_script02_2_F005,anger
Ses03F_script02_2_F012,anger
Ses03F_script02_2_F016,sadness
Ses03F_script02_2_F017,sadness
Ses03F_script02_2_F018,sadness
Ses03F_script02_2_F019,happiness
Ses03F_script02_2_F020,happiness
Ses03F_script02_2_F021,happiness
Ses03F_script02_2_F022,sadness
Ses03F_script02_2_F023,happiness
Ses03F_script02_2_F024,sadness
Ses03F_script02_2_F025,sadness
Ses03F_script02_2_F026,sadness
Ses03F_script02_2_F027,sadness
Ses03F_script02_2_F028,sadness
Ses03F_script02_2_F031,anger
Ses03F_script02_2_F035,anger
Ses03F_script02_2_F036,sadness
Ses03F_script02_2_F038,sadness
Ses03F_script02_2_F039,sadness
Ses03F_script02_2_F040,sadness
Ses03F_script02_2_F043,happiness
Ses03F_script02_2_F044,happiness
Ses03F_script02_2_F045,happiness
Ses03F_script02_2_F048,happiness
Ses03F_script02_2_F050,happiness
Ses03F_script02_2_F051,sadness
Ses03F_script02_2_M001,neutral
Ses03F_script02_2_M005,neutral
Ses03F_script02_2_M008,neutral
Ses03F_script02_2_M016,neutral
Ses03F_script02_2_M026,anger
Ses03F_script02_2_M038,happiness
Ses03F_script02_2_M039,happiness
Ses03F_script02_2_M040,happiness
Ses03F_script02_2_M041,happiness
Ses03F_script02_2_M042,neutral
Ses03F_script02_2_M043,neutral
Ses03F_script02_2_M044,happiness
Ses03F_script02_2_M045,happiness
Ses03F_script03_1_F000,neutral
Ses03F_script03_1_F001,neutral
Ses03F_script03_1_F009,happiness
Ses03F_script03_1_F014,sadness
Ses03F_script03_1_F015,sadness
Ses03F_script03_1_F019,happiness
Ses03F_script03_1_F021,happiness
Ses03F_script03_1_F025,happiness
Ses03F_script03_1_F026,happiness
Ses03F_script03_1_F027,happiness
Ses03F_script03_1_M004,neutral
Ses03F_script03_1_M005,neutral
Ses03F_script03_1_M007,happiness
Ses03F_script03_1_M011,happiness
Ses03F_script03_1_M013,happiness
Ses03F_script03_1_M020,happiness
Ses03F_script03_1_M022,happiness
Ses03F_script03_1_M027,happiness
Ses03F_script03_2_F004,neutral
Ses03F_script03_2_F008,neutral
Ses03F_script03_2_F013,neutral
Ses03F_script03_2_F014,anger
Ses03F_script03_2_F015,anger
Ses03F_script03_2_F017,neutral
Ses03F_script03_2_F018,anger
Ses03F_script03_2_F023,anger
Ses03F_script03_2_F026,anger
Ses03F_script03_2_F035,anger
Ses03F_script03_2_F037,anger
Ses03F_script03_2_F038,anger
Ses03F_script03_2_F039,anger
Ses03F_script03_2_F040,anger
Ses03F_script03_2_F041,anger
Ses03F_script03_2_F042,anger
Ses03F_script03_2_F043,anger
Ses03F_script03_2_M000,anger
Ses03F_script03_2_M001,anger
Ses03F_script03_2_M002,anger
Ses03F_script03_2_M005,anger
Ses03F_script03_2_M007,anger
Ses03F_script03_2_M008,anger
Ses03F_script03_2_M009,neutral
Ses03F_script03_2_M010,neutral
Ses03F_script03_2_M011,neutral
Ses03F_script03_2_M012,neutral
Ses03F_script03_2_M014,anger
Ses03F_script03_2_M015,anger
Ses03F_script03_2_M016,anger
Ses03F_script03_2_M017,anger
Ses03F_script03_2_M020,anger
Ses03F_script03_2_M024,anger
Ses03F_script03_2_M026,anger
Ses03F_script03_2_M027,anger
Ses03F_script03_2_M028,anger
Ses03F_script03_2_M029,anger
Ses03F_script03_2_M030,anger
Ses03F_script03_2_M034,anger
Ses03F_script03_2_M035,neutral
Ses03F_script03_2_M038,anger
Ses03F_script03_2_M039,anger
Ses03F_script03_2_M040,anger
Ses03F_script03_2_M041,anger
Ses03F_script03_2_M042,anger
Ses03F_script03_2_M043,anger
Ses03F_script03_2_M044,anger
Ses03M_impro01_F000,neutral
Ses03M_impro01_F003,neutral
Ses03M_impro01_F022,anger
Ses03M_impro01_F025,anger
Ses03M_impro01_M004,anger
Ses03M_impro01_M011,anger
Ses03M_impro01_M012,anger
Ses03M_impro01_M014,anger
Ses03M_impro01_M015,anger
Ses03M_impro01_M017,anger
Ses03M_impro01_M019,anger
Ses03M_impro01_M023,anger
Ses03M_impro01_M028,anger
Ses03M_impro01_M029,anger
Ses03M_impro02_F000,happiness
Ses03M_impro02_F003,happiness
Ses03M_impro02_F013,sadness
Ses03M_impro02_F014,sadness
Ses03M_impro02_F015,sadness
Ses03M_impro02_F016,sadness
Ses03M_impro02_F017,sadness
Ses03M_impro02_F022,sadness
Ses03M_impro02_F023,sadness
Ses03M_impro02_F024,sadness
Ses03M_impro02_F025,sadness
Ses03M_impro02_F026,sadness
Ses03M_impro02_F027,sadness
Ses03M_impro02_F028,sadness
Ses03M_impro02_F029,sadness
Ses03M_impro02_F030,sadness
Ses03M_impro02_F031,sadness
Ses03M_impro02_F032,sadness
Ses03M_impro02_F033,sadness
Ses03M_impro02_F034,sadness
Ses03M_impro02_M000,sadness
Ses03M_impro02_M001,sadness
Ses03M_impro02_M002,sadness
Ses03M_impro02_M003,sadness
Ses03M_impro02_M004,sadness
Ses03M_impro02_M005,sadness
Ses03M_impro02_M006,sadness
Ses03M_impro02_M011,sadness
Ses03M_impro02_M012,sadness
Ses03M_impro02_M013,neutral
Ses03M_impro02_M015,neutral
Ses03M_impro02_M016,sadness
Ses03M_impro02_M019,sadness
Ses03M_impro02_M024,sadness
Ses03M_impro02_M025,sadness
Ses03M_impro02_M026,sadness
Ses03M_impro02_M027,sadness
Ses03M_impro02_M028,sadness
Ses03M_impro02_M029,sadness
Ses03M_impro02_M030,sadness
Ses03M_impro02_M031,sadness
Ses03M_impro03_F001,happiness
Ses03M_impro03_F003,happiness
Ses03M_impro03_F004,happiness
Ses03M_impro03_F005,happiness
Ses03M_impro03_F006,happiness
Ses03M_impro03_F010,happiness
Ses03M_impro03_F012,happiness
Ses03M_impro03_F015,neutral
Ses03M_impro03_F016,happiness
Ses03M_impro03_F017,happiness
Ses03M_impro03_F018,neutral
Ses03M_impro03_F021,happiness
Ses03M_impro03_F022,happiness
Ses03M_impro03_F023,happiness
Ses03M_impro03_F024,happiness
Ses03M_impro03_F025,happiness
Ses03M_impro03_F026,happiness
Ses03M_impro03_F027,happiness
Ses03M_impro03_F033,happiness
Ses03M_impro03_F036,neutral
Ses03M_impro03_M000,happiness
Ses03M_impro03_M001,happiness
Ses03M_impro03_M002,happiness
Ses03M_impro03_M003,happiness
Ses03M_impro03_M004,happiness
Ses03M_impro03_M011,happiness
Ses03M_impro03_M012,happiness
Ses03M_impro03_M013,happiness
Ses03M_impro03_M014,happiness
Ses03M_impro03_M015,happiness
Ses03M_impro03_M016,happiness
Ses03M_impro03_M017,happiness
Ses03M_impro03_M018,happiness
Ses03M_impro03_M019,happiness
Ses03M_impro03_M020,happiness
Ses03M_impro03_M021,happiness
Ses03M_impro03_M028,neutral
Ses03M_impro03_M029,happiness
Ses03M_impro03_M030,happiness
Ses03M_impro03_M031,happiness
Ses03M_impro03_M032,happiness
Ses03M_impro03_M033,neutral
Ses03M_impro03_M035,happiness
Ses03M_impro03_M038,neutral
Ses03M_impro03_M039,happiness
Ses03M_impro04_F001,neutral
Ses03M_impro04_F003,neutral
Ses03M_impro04_F004,neutral
Ses03M_impro04_F007,sadness
Ses03M_impro04_F008,sadness
Ses03M_impro04_F010,happiness
Ses03M_impro04_F014,neutral
Ses03M_impro04_F015,neutral
Ses03M_impro04_F023,neutral
Ses03M_impro04_F025,neutral
Ses03M_impro04_F029,neutral
Ses03M_impro04_F030,neutral
Ses03M_impro04_F031,neutral
Ses03M_impro04_F032,neutral
Ses03M_impro04_M000,sadness
Ses03M_impro04_M004,anger
Ses03M_impro04_M008,anger
Ses03M_impro04_M014,neutral
Ses03M_impro04_M024,neutral
Ses03M_impro04_M026,sadness
Ses03M_impro04_M030,sadness
Ses03M_impro04_M031,sadness
Ses03M_impro04_M038,neutral
Ses03M_impro04_M041,happiness
Ses03M_impro05a_F000,neutral
Ses03M_impro05a_F001,neutral
Ses03M_impro05a_F002,neutral
Ses03M_impro05a_F005,neutral
Ses03M_impro05a_F007,neutral
Ses03M_impro05a_F008,neutral
Ses03M_impro05a_F009,neutral
Ses03M_impro05a_F011,neutral
Ses03M_impro05a_F012,neutral
Ses03M_impro05a_F014,neutral
Ses03M_impro05a_F016,neutral
Ses03M_impro05a_F018,anger
Ses03M_impro05a_F021,neutral
Ses03M_impro05a_F023,neutral
Ses03M_impro05a_F024,neutral
Ses03M_impro05a_F025,neutral
Ses03M_impro05a_F028,anger
Ses03M_impro05a_M000,anger
Ses03M_impro05a_M001,anger
Ses03M_impro05a_M002,anger
Ses03M_impro05a_M003,anger
Ses03M_impro05a_M004,anger
Ses03M_impro05a_M005,anger
Ses03M_impro05a_M006,anger
Ses03M_impro05a_M007,anger
Ses03M_impro05a_M010,anger
Ses03M_impro05a_M011,anger
Ses03M_impro05a_M012,anger
Ses03M_impro05a_M013,anger
Ses03M_impro05a_M014,anger
Ses03M_impro05a_M016,anger
Ses03M_impro05a_M017,anger
Ses03M_impro05a_M018,anger
Ses03M_impro05a_M020,anger
Ses03M_impro05a_M021,anger
Ses03M_impro05a_M022,anger
Ses03M_impro05a_M023,anger
Ses03M_impro05a_M024,anger
Ses03M_impro05a_M025,anger
Ses03M_impro05a_M026,anger
Ses03M_impro05a_M027,anger
Ses03M_impro05a_M028,anger
Ses03M_impro05a_M029,anger
Ses03M_impro05a_M030,happiness
Ses03M_impro05b_F000,neutral
Ses03M_impro05b_F001,neutral
Ses03M_impro05b_F002,neutral
Ses03M_impro05b_F003,neutral
Ses03M_impro05b_F004,neutral
Ses03M_impro05b_F005,neutral
Ses03M_impro05b_F006,neutral
Ses03M_impro05b_F007,neutral
Ses03M_impro05b_F008,neutral
Ses03M_impro05b_F009,neutral
Ses03M_impro05b_F010,neutral
Ses03M_impro05b_F011,neutral
Ses03M_impro05b_F012,neutral
Ses03M_impro05b_F013,neutral
Ses03M_impro05b_F014,neutral
Ses03M_impro05b_F015,neutral
Ses03M_impro05b_F016,neutral
Ses03M_impro05b_F018,neutral
Ses03M_impro05b_F019,neutral
Ses03M_impro05b_F020,neutral
Ses03M_impro05b_F021,neutral
Ses03M_impro05b_F022,neutral
Ses03M_impro05b_F023,neutral
Ses03M_impro05b_F027,neutral
Ses03M_impro05b_F028,neutral
Ses03M_impro05b_F029,neutral
Ses03M_impro05b_F030,neutral
Ses03M_impro05b_M008,anger
Ses03M_impro05b_M011,anger
Ses03M_impro05b_M013,anger
Ses03M_impro05b_M014,anger
Ses03M_impro05b_M015,anger
Ses03M_impro05b_M016,anger
Ses03M_impro05b_M019,neutral
Ses03M_impro05b_M020,anger
Ses03M_impro05b_M021,anger
Ses03M_impro05b_M022,anger
Ses03M_impro05b_M023,anger
Ses03M_impro05b_M024,anger
Ses03M_impro05b_M025,anger
Ses03M_impro05b_M026,anger
Ses03M_impro05b_M027,anger
Ses03M_impro05b_M029,anger
Ses03M_impro05b_M031,anger
Ses03M_impro05b_M032,anger
Ses03M_impro05b_M033,anger
Ses03M_impro06_F000,sadness
Ses03M_impro06_F001,sadness
Ses03M_impro06_F002,sadness
Ses03M_impro06_F003,sadness
Ses03M_impro06_F004,sadness
Ses03M_impro06_F005,sadness
Ses03M_impro06_F007,sadness
Ses03M_impro06_F008,sadness
Ses03M_impro06_F009,sadness
Ses03M_impro06_F010,sadness
Ses03M_impro06_F011,sadness
Ses03M_impro06_F012,sadness
Ses03M_impro06_F013,sadness
Ses03M_impro06_F014,sadness
Ses03M_impro06_F015,sadness
Ses03M_impro06_F016,sadness
Ses03M_impro06_F017,sadness
Ses03M_impro06_F018,sadness
Ses03M_impro06_F019,sadness
Ses03M_impro06_F020,sadness
Ses03M_impro06_M000,sadness
Ses03M_impro06_M001,sadness
Ses03M_impro06_M002,sadness
Ses03M_impro06_M003,sadness
Ses03M_impro06_M004,sadness
Ses03M_impro06_M005,sadness
Ses03M_impro06_M006,sadness
Ses03M_impro06_M007,sadness
Ses03M_impro06_M008,sadness
Ses03M_impro06_M009,sadness
Ses03M_impro06_M010,sadness
Ses03M_impro06_M011,sadness
Ses03M_impro06_M012,sadness
Ses03M_impro06_M013,sadness
Ses03M_impro06_M014,sadness
Ses03M_impro06_M015,sadness
Ses03M_impro06_M016,sadness
Ses03M_impro06_M017,sadness
Ses03M_impro06_M018,sadness
Ses03M_impro06_M019,sadness
Ses03M_impro06_M020,sadness
Ses03M_impro06_M021,sadness
Ses03M_impro06_M022,sadness
Ses03M_impro06_M023,sadness
Ses03M_impro06_M024,sadness
Ses03M_impro06_M025,sadness
Ses03M_impro06_M026,sadness
Ses03M_impro06_M027,sadness
Ses03M_impro06_M028,sadness
Ses03M_impro06_M029,sadness
Ses03M_impro06_M030,sadness
Ses03M_impro06_M031,sadness
Ses03M_impro06_M032,sadness
Ses03M_impro07_F000,happiness
Ses03M_impro07_F001,happiness
Ses03M_impro07_F006,happiness
Ses03M_impro07_F007,happiness
Ses03M_impro07_F008,happiness
Ses03M_impro07_F009,happiness
Ses03M_impro07_F010,happiness
Ses03M_impro07_F011,happiness
Ses03M_impro07_F012,happiness
Ses03M_impro07_F013,happiness
Ses03M_impro07_F014,happiness
Ses03M_impro07_F016,happiness
Ses03M_impro07_F017,happiness
Ses03M_impro07_F018,happiness
Ses03M_impro07_F019,happiness
Ses03M_impro07_F023,neutral
Ses03M_impro07_M002,happiness
Ses03M_impro07_M003,happiness
Ses03M_impro07_M004,happiness
Ses03M_impro07_M005,happiness
Ses03M_impro07_M006,happiness
Ses03M_impro07_M007,happiness
Ses03M_impro07_M008,happiness
Ses03M_impro07_M009,neutral
Ses03M_impro07_M010,happiness
Ses03M_impro07_M011,happiness
Ses03M_impro07_M013,happiness
Ses03M_impro07_M014,happiness
Ses03M_impro07_M015,happiness
Ses03M_impro07_M016,happiness
Ses03M_impro07_M017,happiness
Ses03M_impro07_M018,happiness
Ses03M_impro07_M019,happiness
Ses03M_impro07_M020,happiness
Ses03M_impro07_M022,happiness
Ses03M_impro07_M023,happiness
Ses03M_impro07_M024,happiness
Ses03M_impro07_M025,happiness
Ses03M_impro08a_F004,neutral
Ses03M_impro08a_F013,anger
Ses03M_impro08a_F014,anger
Ses03M_impro08a_F015,anger
Ses03M_impro08a_F020,anger
Ses03M_impro08a_F021,anger
Ses03M_impro08a_F022,anger
Ses03M_impro08a_M000,neutral
Ses03M_impro08a_M001,neutral
Ses03M_impro08a_M002,neutral
Ses03M_impro08a_M003,neutral
Ses03M_impro08a_M004,neutral
Ses03M_impro08a_M005,neutral
Ses03M_impro08a_M006,neutral
Ses03M_impro08a_M007,neutral
Ses03M_impro08a_M008,neutral
Ses03M_impro08a_M009,neutral
Ses03M_impro08a_M010,neutral
Ses03M_impro08a_M012,neutral
Ses03M_impro08a_M013,neutral
Ses03M_impro08a_M016,neutral
Ses03M_impro08a_M017,neutral
Ses03M_impro08a_M018,neutral
Ses03M_impro08a_M019,neutral
Ses03M_impro08a_M020,neutral
Ses03M_impro08a_M021,neutral
Ses03M_impro08a_M022,neutral
Ses03M_impro08a_M023,neutral
Ses03M_impro08a_M024,neutral
Ses03M_impro08a_M025,neutral
Ses03M_impro08a_M026,neutral
Ses03M_impro08a_M027,neutral
Ses03M_impro08b_F005,anger
Ses03M_impro08b_F006,anger
Ses03M_impro08b_F021,neutral
Ses03M_impro08b_F023,neutral
Ses03M_impro08b_F024,neutral
Ses03M_impro08b_M000,neutral
Ses03M_impro08b_M001,neutral
Ses03M_impro08b_M002,neutral
Ses03M_impro08b_M003,neutral
Ses03M_impro08b_M004,neutral
Ses03M_impro08b_M005,neutral
Ses03M_impro08b_M006,neutral
Ses03M_impro08b_M007,neutral
Ses03M_impro08b_M008,neutral
Ses03M_impro08b_M009,neutral
Ses03M_impro08b_M010,neutral
Ses03M_impro08b_M011,neutral
Ses03M_impro08b_M012,neutral
Ses03M_impro08b_M013,neutral
Ses03M_impro08b_M014,neutral
Ses03M_impro08b_M015,neutral
Ses03M_impro08b_M016,neutral
Ses03M_impro08b_M017,neutral
Ses03M_impro08b_M018,neutral
Ses03M_impro08b_M019,neutral
Ses03M_impro08b_M020,neutral
Ses03M_impro08b_M021,neutral
Ses03M_impro08b_M022,neutral
Ses03M_script01_1_F000,neutral
Ses03M_script01_1_F004,sadness
Ses03M_script01_1_F005,sadness
Ses03M_script01_1_F008,sadness
Ses03M_script01_1_F016,anger
Ses03M_script01_1_F017,anger
Ses03M_script01_1_F020,anger
Ses03M_script01_1_F021,neutral
Ses03M_script01_1_F028,neutral
Ses03M_script01_1_F030,neutral
Ses03M_script01_1_F038,anger
Ses03M_script01_1_F040,sadness
Ses03M_script01_1_F043,anger
Ses03M_script01_1_F045,sadness
Ses03M_script01_1_F046,sadness
Ses03M_script01_1_M000,sadness
Ses03M_script01_1_M001,sadness
Ses03M_script01_1_M002,sadness
Ses03M_script01_1_M003,sadness
Ses03M_script01_1_M004,sadness
Ses03M_script01_1_M005,sadness
Ses03M_script01_1_M006,sadness
Ses03M_script01_1_M007,sadness
Ses03M_script01_1_M009,anger
Ses03M_script01_1_M011,anger
Ses03M_script01_1_M012,anger
Ses03M_script01_1_M017,neutral
Ses03M_script01_1_M019,neutral
Ses03M_script01_1_M021,neutral
Ses03M_script01_1_M022,anger
Ses03M_script01_1_M027,anger
Ses03M_script01_1_M028,neutral
Ses03M_script01_1_M029,neutral
Ses03M_script01_1_M030,sadness
Ses03M_script01_1_M031,neutral
Ses03M_script01_1_M036,sadness
Ses03M_script01_1_M037,neutral
Ses03M_script01_1_M038,neutral
Ses03M_script01_1_M039,anger
Ses03M_script01_1_M040,anger
Ses03M_script01_1_M041,anger
Ses03M_script01_1_M043,neutral
Ses03M_script01_1_M045,sadness
Ses03M_script01_1_M046,sadness
Ses03M_script01_1_M047,sadness
Ses03M_script01_2_F000,anger
Ses03M_script01_2_F001,anger
Ses03M_script01_2_F006,anger
Ses03M_script01_2_F009,anger
Ses03M_script01_2_F010,sadness
Ses03M_script01_2_F011,sadness
Ses03M_script01_2_F012,anger
Ses03M_script01_2_F015,anger
Ses03M_script01_2_F017,sadness
Ses03M_script01_2_F019,sadness
Ses03M_script01_2_M001,neutral
Ses03M_script01_2_M004,neutral
Ses03M_script01_2_M005,neutral
Ses03M_script01_2_M008,neutral
Ses03M_script01_2_M014,anger
Ses03M_script01_2_M015,anger
Ses03M_script01_2_M016,anger
Ses03M_script01_2_M017,anger
Ses03M_script01_3_F004,sadness
Ses03M_script01_3_F006,sadness
Ses03M_script01_3_F007,sadness
Ses03M_script01_3_F008,sadness
Ses03M_script01_3_F011,happiness
Ses03M_script01_3_F012,happiness
Ses03M_script01_3_F013,happiness
Ses03M_script01_3_F014,happiness
Ses03M_script01_3_F015,happiness
Ses03M_script01_3_F016,happiness
Ses03M_script01_3_F017,happiness
Ses03M_script01_3_F018,happiness
Ses03M_script01_3_F019,happiness
Ses03M_script01_3_F020,happiness
Ses03M_script01_3_F021,happiness
Ses03M_script01_3_F029,sadness
Ses03M_script01_3_F030,sadness
Ses03M_script01_3_F031,sadness
Ses03M_script01_3_F033,sadness
Ses03M_script01_3_F034,happiness
Ses03M_script01_3_M001,neutral
Ses03M_script01_3_M004,neutral
Ses03M_script01_3_M008,happiness
Ses03M_script01_3_M010,happiness
Ses03M_script01_3_M016,happiness
Ses03M_script01_3_M018,happiness
Ses03M_script01_3_M019,happiness
Ses03M_script01_3_M021,happiness
Ses03M_script01_3_M023,sadness
Ses03M_script01_3_M027,sadness
Ses03M_script01_3_M028,sadness
Ses03M_script01_3_M029,sadness
Ses03M_script01_3_M030,sadness
Ses03M_script01_3_M031,sadness
Ses03M_script01_3_M032,sadness
Ses03M_script01_3_M033,sadness
Ses03M_script01_3_M034,sadness
Ses03M_script01_3_M035,sadness
Ses03M_script01_3_M036,sadness
Ses03M_script01_3_M037,sadness
Ses03M_script01_3_M038,sadness
Ses03M_script01_3_M039,sadness
Ses03M_script01_3_M040,sadness
Ses03M_script01_3_M041,sadness
Ses03M_script01_3_M042,sadness
Ses03M_script01_3_M045,happiness
Ses03M_script01_3_M046,happiness
Ses03M_script02_1_F005,neutral
Ses03M_script02_1_F016,neutral
Ses03M_script02_1_M000,happiness
Ses03M_script02_1_M001,happiness
Ses03M_script02_1_M002,happiness
Ses03M_script02_1_M003,happiness
Ses03M_script02_1_M004,happiness
Ses03M_script02_1_M005,happiness
Ses03M_script02_1_M014,happiness
Ses03M_script02_1_M015,happiness
Ses03M_script02_1_M016,happiness
Ses03M_script02_1_M017,neutral
Ses03M_script02_1_M023,happiness
Ses03M_script02_1_M024,happiness
Ses03M_script02_1_M025,happiness
Ses03M_script02_1_M026,happiness
Ses03M_script02_1_M027,happiness
Ses03M_script02_1_M034,happiness
Ses03M_script02_1_M035,happiness
Ses03M_script02_1_M036,happiness
Ses03M_script02_1_M037,happiness
Ses03M_script02_1_M038,happiness
Ses03M_script02_1_M039,happiness
Ses03M_script02_1_M040,happiness
Ses03M_script02_1_M041,happiness
Ses03M_script02_1_M042,happiness
Ses03M_script02_1_M043,happiness
Ses03M_script02_2_F000,anger
Ses03M_script02_2_F001,anger
Ses03M_script02_2_F002,anger
Ses03M_script02_2_F003,anger
Ses03M_script02_2_F004,anger
Ses03M_script02_2_F009,anger
Ses03M_script02_2_F011,anger
Ses03M_script02_2_F013,anger
Ses03M_script02_2_F016,anger
Ses03M_script02_2_F018,sadness
Ses03M_script02_2_F023,sadness
Ses03M_script02_2_F024,sadness
Ses03M_script02_2_F025,sadness
Ses03M_script02_2_F031,anger
Ses03M_script02_2_F033,anger
Ses03M_script02_2_F034,sadness
Ses03M_script02_2_F035,sadness
Ses03M_script02_2_F036,sadness
Ses03M_script02_2_F037,sadness
Ses03M_script02_2_F038,sadness
Ses03M_script02_2_F040,sadness
Ses03M_script02_2_F041,sadness
Ses03M_script02_2_F042,happiness
Ses03M_script02_2_F044,happiness
Ses03M_script02_2_F046,happiness
Ses03M_script02_2_F047,happiness
Ses03M_script02_2_F048,happiness
Ses03M_script02_2_F049,happiness
Ses03M_script02_2_M000,happiness
Ses03M_script02_2_M014,neutral
Ses03M_script02_2_M017,neutral
Ses03M_script02_2_M019,neutral
Ses03M_script02_2_M020,neutral
Ses03M_script02_2_M021,neutral
Ses03M_script02_2_M022,neutral
Ses03M_script02_2_M028,anger
Ses03M_script02_2_M029,anger
Ses03M_script02_2_M030,anger
Ses03M_script02_2_M031,anger
Ses03M_script02_2_M032,anger
Ses03M_script02_2_M033,anger
Ses03M_script02_2_M036,sadness
Ses03M_script02_2_M037,sadness
Ses03M_script02_2_M041,happiness
Ses03M_script02_2_M042,happiness
Ses03M_script02_2_M045,happiness
Ses03M_script02_2_M046,happiness
Ses03M_script03_1_F003,happiness
Ses03M_script03_1_F004,happiness
Ses03M_script03_1_F005,happiness
Ses03M_script03_1_F006,happiness
Ses03M_script03_1_F018,sadness
Ses03M_script03_1_M004,happiness
Ses03M_script03_1_M006,happiness
Ses03M_script03_1_M035,neutral
Ses03M_script03_2_F000,neutral
Ses03M_script03_2_F001,anger
Ses03M_script03_2_F003,neutral
Ses03M_script03_2_F004,neutral
Ses03M_script03_2_F006,neutral
Ses03M_script03_2_F010,anger
Ses03M_script03_2_F011,anger
Ses03M_script03_2_F012,neutral
Ses03M_script03_2_F014,anger
Ses03M_script03_2_F016,neutral
Ses03M_script03_2_F017,neutral
Ses03M_script03_2_F024,anger
Ses03M_script03_2_F025,anger
Ses03M_script03_2_F028,anger
Ses03M_script03_2_F029,anger
Ses03M_script03_2_F030,anger
Ses03M_script03_2_F031,anger
Ses03M_script03_2_F032,anger
Ses03M_script03_2_F033,anger
Ses03M_script03_2_F036,neutral
Ses03M_script03_2_F038,anger
Ses03M_script03_2_F039,anger
Ses03M_script03_2_F040,anger
Ses03M_script03_2_F041,anger
